MMMM_YY,Employee_ID,Age,Gender,City,Education_Level,Department,Income,Date_Of_Joining,LastWorkingDate,Joining_Designation,Grade,Total_Business_Value,Quarterly_Rating,Overtime_Flag,Attrition,Tenure_Months,Age_At_Joining,Rating_Increased,Income_Increased,Grade_Change,Overtime_Ratio,Age_scaled,Income_scaled,Tenure_Months_scaled,Total_Business_Value_scaled
01-11-2021,10129,50,1,PUN,1,Retail Banking,60881,24-01-2018,,Deputy Manager,1,234761,3,1,0,46,46.16666667,1,0,0,0.042553191,1.15061422,0.298634303,1.378074659,2.653301636
01-12-2021,10129,50,1,PUN,1,Retail Banking,60881,24-01-2018,,Deputy Manager,1,239022,2,0,0,47,46.08333333,0,0,0,0.041666667,1.15061422,0.298634303,1.449941157,2.72163782
01-01-2022,10129,50,1,PUN,1,Retail Banking,60881,24-01-2018,,Deputy Manager,1,145025,3,0,0,48,46,1,0,0,0.040816327,1.15061422,0.298634303,1.521807656,1.214152194
01-02-2022,10129,50,1,PUN,1,Retail Banking,60881,24-01-2018,,Deputy Manager,1,154268,2,0,0,49,45.91666667,0,0,0,0.04,1.15061422,0.298634303,1.593674154,1.362387666
01-03-2022,10129,50,1,PUN,1,Retail Banking,60881,24-01-2018,,Deputy Manager,1,195999,2,0,0,50,45.83333333,0,0,0,0.039215686,1.15061422,0.298634303,1.665540653,2.031652458
01-04-2022,10129,50,1,PUN,1,Retail Banking,60881,24-01-2018,,Deputy Manager,1,113210,2,0,0,51,45.75,0,0,0,0.038461538,1.15061422,0.298634303,1.737407151,0.703916174
01-05-2022,10129,39,1,PUN,1,Retail Banking,60881,24-01-2018,,Deputy Manager,1,-27413,2,0,0,52,34.66666667,0,0,0,0.037735849,0.022900059,0.298634303,1.809273649,-1.551338262
01-06-2022,10129,50,1,PUN,1,Retail Banking,60881,24-01-2018,,Deputy Manager,1,192540,3,0,0,53,45.58333333,1,0,0,0.037037037,1.15061422,0.298634303,1.881140148,1.976178424
01-07-2022,10129,50,1,PUN,1,Retail Banking,60881,24-01-2018,,Deputy Manager,1,183850,1,0,0,54,45.5,0,0,0,0.036363636,1.15061422,0.298634303,1.953006646,1.836811741
01-08-2022,10129,50,1,PUN,1,Retail Banking,63487,24-01-2018,,Deputy Manager,1,92901,5,0,0,55,45.41666667,1,1,0,0.035714286,1.15061422,0.456978717,2.024873145,0.378208698
01-09-2022,10129,50,1,PUN,1,Retail Banking,63487,24-01-2018,,Deputy Manager,1,104210,4,0,0,56,45.33333333,0,0,0,0.035087719,1.15061422,0.456978717,2.096739643,0.559577837
01-10-2022,10129,50,1,PUN,1,Retail Banking,54299.4249,24-01-2018,,Deputy Manager,1,101662,1,0,0,57,45.25,0,0,0,0.034482759,1.15061422,-0.101271934,2.168606142,0.51871405
01-11-2022,10129,50,1,PUN,1,Retail Banking,63487,24-01-2018,,Deputy Manager,1,69709,4,1,0,58,45.16666667,1,1,0,0.033898305,1.15061422,0.456978717,2.24047264,0.006264842
01-12-2022,10129,50,1,PUN,1,Retail Banking,54299.4249,24-01-2018,,Deputy Manager,1,155612,2,0,0,59,45.08333333,0,0,0,0.033333333,1.15061422,-0.101271934,2.312339139,1.383942191
01-01-2021,10130,50,0,KOL,1,Operations,60408,23-08-2018,28-08-2021,Senior Analyst,2,41692,2,1,1,29,47.58333333,0,0,0,0.066666667,1.15061422,0.269894124,0.156344185,-0.4430604
01-02-2021,10130,50,0,KOL,1,Operations,60408,23-08-2018,28-08-2021,Senior Analyst,2,39592,3,0,1,30,47.5,1,0,0,0.064516129,1.15061422,0.269894124,0.228210684,-0.476739345
01-03-2021,10130,50,0,KOL,1,Operations,60408,23-08-2018,28-08-2021,Senior Analyst,2,34634,2,0,1,31,47.41666667,0,0,0,0.0625,1.15061422,0.269894124,0.300077182,-0.556253731
01-04-2021,10130,50,0,KOL,1,Operations,60408,23-08-2018,28-08-2021,Senior Analyst,2,55768,1,0,1,32,47.33333333,0,0,0,0.060606061,1.15061422,0.269894124,0.371943681,-0.217315242
01-05-2021,10130,50,0,KOL,1,Operations,60408,23-08-2018,28-08-2021,Senior Analyst,2,52576,2,0,1,33,47.25,1,0,0,0.058823529,1.15061422,0.269894124,0.443810179,-0.268507238
01-06-2021,10130,50,0,KOL,1,Operations,60408,23-08-2018,28-08-2021,Senior Analyst,2,34039,2,0,1,34,47.16666667,0,0,0,0.057142857,1.15061422,0.269894124,0.515676678,-0.565796099
01-07-2021,10130,50,0,KOL,1,Operations,60408,23-08-2018,28-08-2021,Senior Analyst,2,9680,2,1,1,35,47.08333333,0,0,0,0.055555556,1.15061422,0.269894124,0.587543176,-0.956455826
01-08-2021,10130,50,0,KOL,1,Operations,64125,23-08-2018,28-08-2021,Senior Analyst,2,8893,1,0,1,36,47,0,1,0,0.054054054,1.15061422,0.495744541,0.659409674,-0.969077412
01-01-2021,10131,50,0,PUN,2,Risk & Compliance,66199,04-01-2021,,Analyst,2,56356,3,0,0,0,50,0,0,0,5,1.15061422,0.621763848,-1.927784269,-0.207885137
01-02-2021,10131,50,0,PUN,2,Risk & Compliance,70193,04-01-2021,,Analyst,2,36627,4,0,0,1,49.91666667,1,1,0,2.5,1.15061422,0.864445194,-1.855917771,-0.524290809
01-03-2021,10131,50,0,PUN,2,Risk & Compliance,53900.87145,04-01-2021,,Analyst,2,6718,2,0,0,2,49.83333333,0,0,0,1.666666667,1.15061422,-0.125488631,-1.784051273,-1.003959177
01-04-2021,10131,50,0,PUN,2,Risk & Compliance,70193,04-01-2021,,Analyst,2,91495,3,0,0,3,49.75,1,1,0,1.25,1.15061422,0.864445194,-1.712184774,0.355659842
01-05-2021,10131,50,0,PUN,2,Risk & Compliance,70193,04-01-2021,,Analyst,2,71297,4,0,0,4,49.66666667,1,0,0,1,1.15061422,0.864445194,-1.640318276,0.03173254
01-06-2021,10131,50,0,PUN,2,Risk & Compliance,70193,04-01-2021,,Analyst,2,100928,4,0,0,5,49.58333333,0,0,0,0.833333333,1.15061422,0.864445194,-1.568451777,0.506942457
01-07-2021,10131,50,0,PUN,2,Risk & Compliance,70193,04-01-2021,,Analyst,2,69383,3,0,0,6,49.5,0,0,0,0.714285714,1.15061422,0.864445194,-1.496585279,0.001036587
01-08-2021,10131,50,0,PUN,2,Risk & Compliance,70193,04-01-2021,,Analyst,2,9138,3,1,0,7,49.41666667,0,0,0,0.625,1.15061422,0.864445194,-1.42471878,-0.965148202
01-09-2021,10131,50,0,PUN,2,Risk & Compliance,70193,04-01-2021,,Analyst,2,-20607,2,1,0,8,49.33333333,0,0,0,0.555555556,1.15061422,0.864445194,-1.352852282,-1.442186404
01-10-2021,10131,50,0,PUN,2,Risk & Compliance,70193,04-01-2021,,Analyst,2,52438,5,0,0,9,49.25,1,0,0,0.5,1.15061422,0.864445194,-1.280985784,-0.270720426
01-11-2021,10131,50,0,PUN,2,Risk & Compliance,70193,04-01-2021,,Analyst,2,36947,4,0,0,10,49.16666667,0,0,0,0.454545455,1.15061422,0.864445194,-1.209119285,-0.519158779
01-12-2021,10131,50,0,PUN,2,Risk & Compliance,70193,04-01-2021,,Analyst,2,10129,3,0,0,11,49.08333333,0,0,0,0.416666667,1.15061422,0.864445194,-1.137252787,-0.949254947
01-01-2022,10131,50,0,PUN,2,Risk & Compliance,70193,04-01-2021,,Analyst,2,65809,2,1,0,12,49,0,0,0,0.384615385,1.15061422,0.864445194,-1.065386288,-0.056281771
01-02-2022,10131,50,0,PUN,2,Risk & Compliance,70193,04-01-2021,,Analyst,2,78288,3,0,0,13,48.91666667,1,0,0,0.357142857,1.15061422,0.864445194,-0.99351979,0.143851352
01-03-2022,10131,50,0,PUN,2,Risk & Compliance,70193,04-01-2021,,Analyst,2,39426,3,0,0,14,48.83333333,0,0,0,0.333333333,1.15061422,0.864445194,-0.921653291,-0.479401586
01-04-2022,10131,50,0,PUN,2,Risk & Compliance,70193,04-01-2021,,Analyst,2,-31630,5,0,0,15,48.75,1,0,0,0.3125,1.15061422,0.864445194,-0.849786793,-1.618968792
01-05-2022,10131,50,0,PUN,2,Risk & Compliance,70193,04-01-2021,,Analyst,2,71287,3,0,0,16,48.66666667,0,0,0,0.294117647,1.15061422,0.864445194,-0.777920294,0.031572164
01-06-2022,10131,50,0,PUN,2,Risk & Compliance,70193,04-01-2021,,Analyst,2,56254,3,0,0,17,48.58333333,0,0,0,0.277777778,1.15061422,0.864445194,-0.706053796,-0.209520971
01-07-2022,10131,50,0,PUN,2,Risk & Compliance,70193,04-01-2021,,Analyst,2,50547,1,0,0,18,48.5,0,0,0,0.263157895,1.15061422,0.864445194,-0.634187298,-0.301047514
01-08-2022,10131,50,0,PUN,2,Risk & Compliance,70193,04-01-2021,,Analyst,2,65824,3,0,0,19,48.41666667,1,0,0,0.25,1.15061422,0.864445194,-0.562320799,-0.056041207
01-09-2022,10131,50,0,PUN,2,Risk & Compliance,70193,04-01-2021,,Analyst,2,-1667,3,1,0,20,48.33333333,0,0,0,0.238095238,1.15061422,0.864445194,-0.490454301,-1.138434394
01-10-2022,10131,50,0,PUN,2,Risk & Compliance,73807,04-01-2021,,Analyst,2,62340,2,0,0,21,48.25,0,1,0,0.227272727,1.15061422,1.084037179,-0.418587802,-0.111916181
01-11-2022,10131,50,0,PUN,2,Risk & Compliance,73807,04-01-2021,,Analyst,2,86440,3,1,0,22,48.16666667,1,0,0,0.217391304,1.15061422,1.084037179,-0.346721304,0.27458981
01-12-2022,10131,50,0,PUN,2,Risk & Compliance,73807,04-01-2021,,Analyst,2,62174,3,0,0,23,48.08333333,0,0,0,0.208333333,1.15061422,1.084037179,-0.274854805,-0.114578421
01-01-2021,10132,35,1,BLR,1,Corporate Banking,34501,01-07-2019,13-08-2022,Analyst,2,60783,3,1,1,18,33.5,0,0,0,0.421052632,-0.387177818,-1.30425351,-0.634187298,-0.136886713
01-02-2021,10132,35,1,BLR,1,Corporate Banking,34501,01-07-2019,13-08-2022,Analyst,2,145860,1,0,1,19,33.41666667,0,0,0,0.4,-0.387177818,-1.30425351,-0.562320799,1.227543584
01-03-2021,10132,35,1,BLR,1,Corporate Banking,34501,01-07-2019,13-08-2022,Analyst,2,82909,3,0,1,20,33.33333333,1,0,0,0.380952381,-0.387177818,-1.30425351,-0.490454301,0.217961069
01-04-2021,10132,35,1,BLR,1,Corporate Banking,34501,01-07-2019,13-08-2022,Analyst,2,157784,1,1,1,21,33.25,0,0,0,0.363636364,-0.387177818,-1.30425351,-0.418587802,1.418775842
01-05-2021,10132,35,1,BLR,1,Corporate Banking,34501,01-07-2019,13-08-2022,Analyst,2,153412,2,0,1,22,33.16666667,1,0,0,0.347826087,-0.387177818,-1.30425351,-0.346721304,1.348659486
01-06-2021,10132,35,1,BLR,1,Corporate Banking,34501,01-07-2019,13-08-2022,Analyst,2,-8485,4,0,1,23,33.08333333,1,0,0,0.333333333,-0.387177818,-1.30425351,-0.274854805,-1.247778703
01-07-2021,10132,35,1,BLR,1,Corporate Banking,34501,01-07-2019,13-08-2022,Analyst,2,107437,2,0,1,24,33,0,0,0,0.32,-0.387177818,-1.30425351,-0.202988307,0.611331149
01-08-2021,10132,35,1,BLR,1,Corporate Banking,34501,01-07-2019,13-08-2022,Analyst,2,21815,4,1,1,25,32.91666667,1,0,0,0.307692308,-0.387177818,-1.30425351,-0.131121808,-0.761839636
01-09-2021,10132,35,1,BLR,1,Corporate Banking,34501,01-07-2019,13-08-2022,Analyst,2,128151,4,0,1,26,32.83333333,0,0,0,0.296296296,-0.387177818,-1.30425351,-0.05925531,0.94353385
01-10-2021,10132,35,1,BLR,1,Corporate Banking,34501,01-07-2019,13-08-2022,Analyst,2,108116,3,0,1,27,32.75,0,0,0,0.285714286,-0.387177818,-1.30425351,0.012611188,0.622220675
01-11-2021,10132,35,1,BLR,1,Corporate Banking,34501,01-07-2019,13-08-2022,Analyst,2,182887,2,0,1,28,32.66666667,0,0,0,0.275862069,-0.387177818,-1.30425351,0.084477687,1.821367539
01-12-2021,10132,35,1,BLR,1,Corporate Banking,34501,01-07-2019,13-08-2022,Analyst,2,140724,2,1,1,29,32.58333333,0,0,0,0.266666667,-0.387177818,-1.30425351,0.156344185,1.145174506
01-01-2022,10132,35,1,BLR,1,Corporate Banking,34501,01-07-2019,13-08-2022,Analyst,2,74271,2,0,1,30,32.5,0,0,0,0.258064516,-0.387177818,-1.30425351,0.228210684,0.079428341
01-02-2022,10132,35,1,BLR,1,Corporate Banking,58147.27348,01-07-2019,13-08-2022,Analyst,2,145143,5,1,1,31,32.41666667,1,1,0,0.25,-0.387177818,0.132529037,0.300077182,1.21604463
01-03-2022,10132,35,1,BLR,1,Corporate Banking,34501,01-07-2019,13-08-2022,Analyst,2,188266,3,1,1,32,32.33333333,0,0,0,0.242424242,-0.387177818,-1.30425351,0.371943681,1.907633751
01-04-2022,10132,35,1,BLR,1,Corporate Banking,34501,01-07-2019,13-08-2022,Analyst,2,225137,1,0,1,33,32.25,0,0,0,0.235294118,-0.387177818,-1.30425351,0.443810179,2.498955842
01-05-2022,10132,35,1,BLR,1,Corporate Banking,34501,01-07-2019,13-08-2022,Analyst,2,73874,1,0,1,34,32.16666667,0,0,0,0.228571429,-0.387177818,-1.30425351,0.515676678,0.073061417
01-06-2022,10132,39,1,BLR,1,Corporate Banking,34501,01-07-2019,13-08-2022,Analyst,2,154903,2,0,1,35,36.08333333,1,0,0,0.222222222,0.022900059,-1.30425351,0.587543176,1.372571537
01-07-2022,10132,35,1,BLR,1,Corporate Banking,34501,01-07-2019,13-08-2022,Analyst,2,109991,3,1,1,36,32,1,0,0,0.216216216,-0.387177818,-1.30425351,0.659409674,0.652291162
01-08-2022,10132,35,1,BLR,1,Corporate Banking,34501,01-07-2019,13-08-2022,Analyst,2,61318,3,1,1,37,31.91666667,0,0,0,0.210526316,-0.387177818,-1.30425351,0.731276173,-0.128306601
01-01-2021,10133,39,1,AHM,0,Operations,73704,28-11-2019,,Associate Manager,2,44530,1,0,0,14,37.83333333,0,0,0,0.666666667,0.022900059,1.077778747,-0.921653291,-0.397545711
01-02-2021,10133,31,1,AHM,0,Operations,73704,28-11-2019,,Associate Manager,2,61689,3,1,0,15,29.75,1,0,0,0.625,-0.797255694,1.077778747,-0.849786793,-0.122356654
01-03-2021,10133,31,1,AHM,0,Operations,73704,28-11-2019,,Associate Manager,2,43856,2,0,0,16,29.66666667,0,0,0,0.588235294,-0.797255694,1.077778747,-0.777920294,-0.408355049
01-04-2021,10133,31,1,AHM,0,Operations,73704,28-11-2019,,Associate Manager,2,53809,2,0,0,17,29.58333333,0,0,0,0.555555556,-0.797255694,1.077778747,-0.706053796,-0.248732886
01-05-2021,10133,31,1,AHM,0,Operations,73704,28-11-2019,,Associate Manager,2,34224,3,0,0,18,29.5,1,0,0,0.526315789,-0.797255694,1.077778747,-0.634187298,-0.562829144
01-06-2021,10133,31,1,AHM,0,Operations,73704,28-11-2019,,Associate Manager,2,-26469,2,0,0,19,29.41666667,0,0,0,0.5,-0.797255694,1.077778747,-0.562320799,-1.536198774
01-07-2021,10133,31,1,AHM,0,Operations,73704,28-11-2019,,Associate Manager,2,3444,2,1,0,20,29.33333333,0,0,0,0.476190476,-0.797255694,1.077778747,-0.490454301,-1.056466256
01-08-2021,10133,31,1,AHM,0,Operations,73704,28-11-2019,,Associate Manager,2,-31464,2,1,0,21,29.25,0,0,0,0.454545455,-0.797255694,1.077778747,-0.418587802,-1.616306551
01-09-2021,10133,31,1,AHM,0,Operations,73704,28-11-2019,,Associate Manager,2,6644,1,1,0,22,29.16666667,0,0,0,0.434782609,-0.797255694,1.077778747,-0.346721304,-1.005145959
01-10-2021,10133,31,1,AHM,0,Operations,73704,28-11-2019,,Associate Manager,2,7287,3,0,0,23,29.08333333,1,0,0,0.416666667,-0.797255694,1.077778747,-0.274854805,-0.994833786
01-11-2021,10133,31,1,AHM,0,Operations,73704,28-11-2019,,Associate Manager,2,17678,3,0,0,24,29,0,0,0,0.4,-0.797255694,1.077778747,-0.202988307,-0.828187158
01-12-2021,10133,31,1,AHM,0,Operations,73704,28-11-2019,,Associate Manager,2,14591,4,0,0,25,28.91666667,1,0,0,0.384615385,-0.797255694,1.077778747,-0.131121808,-0.877695207
01-01-2022,10133,31,1,AHM,0,Operations,73704,28-11-2019,,Associate Manager,2,33697,3,1,0,26,28.83333333,0,0,0,0.37037037,-0.797255694,1.077778747,-0.05925531,-0.571280956
01-02-2022,10133,31,1,AHM,0,Operations,73704,28-11-2019,,Associate Manager,2,-9406,3,0,0,27,28.75,0,0,0,0.357142857,-0.797255694,1.077778747,0.012611188,-1.262549326
01-03-2022,10133,31,1,AHM,0,Operations,73704,28-11-2019,,Associate Manager,2,-22469,1,1,0,28,28.66666667,0,0,0,0.344827586,-0.797255694,1.077778747,0.084477687,-1.472048403
01-04-2022,10133,31,1,AHM,0,Operations,73704,28-11-2019,,Associate Manager,2,8226,1,1,0,29,28.58333333,0,0,0,0.333333333,-0.797255694,1.077778747,0.156344185,-0.979774486
01-05-2022,10133,31,1,AHM,0,Operations,73704,28-11-2019,,Associate Manager,2,41257,3,0,0,30,28.5,1,0,0,0.322580645,-0.797255694,1.077778747,0.228210684,-0.450036753
01-06-2022,10133,31,1,AHM,0,Operations,73704,28-11-2019,,Associate Manager,2,45604,2,1,0,31,28.41666667,0,0,0,0.3125,-0.797255694,1.077778747,0.300077182,-0.380321337
01-07-2022,10133,31,1,AHM,0,Operations,73704,28-11-2019,,Associate Manager,2,22881,1,0,0,32,28.33333333,0,0,0,0.303030303,-0.797255694,1.077778747,0.371943681,-0.744743562
01-08-2022,10133,31,1,AHM,0,Operations,73704,28-11-2019,,Associate Manager,2,31366,4,1,0,33,28.25,1,0,0,0.294117647,-0.797255694,1.077778747,0.443810179,-0.608664585
01-09-2022,10133,31,1,AHM,0,Operations,73704,28-11-2019,,Associate Manager,2,76118,2,0,0,34,28.16666667,0,0,0,0.285714286,-0.797255694,1.077778747,0.515676678,0.109049775
01-10-2022,10133,31,1,AHM,0,Operations,55703.72842,28-11-2019,,Associate Manager,2,45928,1,0,0,35,28.08333333,0,0,0,0.277777778,-0.797255694,-0.015944375,0.587543176,-0.375125156
01-11-2022,10133,31,1,AHM,0,Operations,73704,28-11-2019,,Associate Manager,2,23502,4,1,0,36,28,1,1,0,0.27027027,-0.797255694,1.077778747,0.659409674,-0.734784216
01-12-2022,10133,31,1,AHM,0,Operations,73704,28-11-2019,,Associate Manager,2,10359,3,0,0,37,27.91666667,0,0,0,0.263157895,-0.797255694,1.077778747,0.731276173,-0.945566301
01-01-2021,10134,51,1,PUN,1,Risk & Compliance,53636,17-08-2018,,Senior Analyst,3,61548,2,0,0,29,48.58333333,0,0,0,0.066666667,1.253133689,-0.141582611,0.156344185,-0.124617954
01-02-2021,10134,51,1,PUN,1,Risk & Compliance,53636,17-08-2018,,Senior Analyst,3,83628,4,0,0,30,48.5,1,0,0,0.064516129,1.253133689,-0.141582611,0.228210684,0.229492098
01-03-2021,10134,51,1,PUN,1,Risk & Compliance,53636,17-08-2018,,Senior Analyst,3,47976,4,0,0,31,48.41666667,0,0,0,0.0625,1.253133689,-0.141582611,0.300077182,-0.342280166
01-04-2021,10134,51,1,PUN,1,Risk & Compliance,53636,17-08-2018,,Senior Analyst,3,39730,4,0,0,32,48.33333333,0,0,0,0.060606061,1.253133689,-0.141582611,0.371943681,-0.474526158
01-05-2021,10134,51,1,PUN,1,Risk & Compliance,53636,17-08-2018,,Senior Analyst,3,56224,4,0,0,33,48.25,0,0,0,0.058823529,1.253133689,-0.141582611,0.443810179,-0.210002099
01-06-2021,10134,51,1,PUN,1,Risk & Compliance,53636,17-08-2018,,Senior Analyst,3,62705,3,0,0,34,48.16666667,0,0,0,0.057142857,1.253133689,-0.141582611,0.515676678,-0.106062459
01-07-2021,10134,51,1,PUN,1,Risk & Compliance,53900.87145,17-08-2018,,Senior Analyst,3,16276,2,0,0,35,48.08333333,0,1,0,0.055555556,1.253133689,-0.125488631,0.587543176,-0.850671863
01-08-2021,10134,51,1,PUN,1,Risk & Compliance,53636,17-08-2018,,Senior Analyst,3,-28312,3,0,0,36,48,1,0,0,0.054054054,1.253133689,-0.141582611,0.659409674,-1.565756058
01-09-2021,10134,51,1,PUN,1,Risk & Compliance,53636,17-08-2018,,Senior Analyst,3,59815,4,0,0,37,47.91666667,1,0,0,0.052631579,1.253133689,-0.141582611,0.731276173,-0.152411103
01-10-2021,10134,51,1,PUN,1,Risk & Compliance,53636,17-08-2018,,Senior Analyst,3,91404,2,0,0,38,47.83333333,0,0,0,0.051282051,1.253133689,-0.141582611,0.803142671,0.354200421
01-11-2021,10134,51,1,PUN,1,Risk & Compliance,53636,17-08-2018,,Senior Analyst,3,54412,5,0,0,39,47.75,1,0,0,0.05,1.253133689,-0.141582611,0.87500917,-0.239062218
01-12-2021,10134,51,1,PUN,1,Risk & Compliance,53636,17-08-2018,,Senior Analyst,3,56052,3,0,0,40,47.66666667,0,0,0,0.048780488,1.253133689,-0.141582611,0.946875668,-0.212760565
01-01-2022,10134,51,1,PUN,1,Risk & Compliance,53636,17-08-2018,,Senior Analyst,3,46413,3,0,0,41,47.58333333,0,0,0,0.047619048,1.253133689,-0.141582611,1.018742167,-0.367346924
01-02-2022,10134,51,1,PUN,1,Risk & Compliance,53900.87145,17-08-2018,,Senior Analyst,3,77171,3,0,0,42,47.5,0,1,0,0.046511628,1.253133689,-0.125488631,1.090608665,0.125937361
01-03-2022,10134,51,1,PUN,1,Risk & Compliance,53636,17-08-2018,,Senior Analyst,3,7997,5,0,0,43,47.41666667,1,0,0,0.045454545,1.253133689,-0.141582611,1.162475163,-0.983447095
01-04-2022,10134,51,1,PUN,1,Risk & Compliance,53636,17-08-2018,,Senior Analyst,3,14586,3,0,0,44,47.33333333,0,0,0,0.044444444,1.253133689,-0.141582611,1.234341662,-0.877775395
01-05-2022,10134,51,1,PUN,1,Risk & Compliance,53636,17-08-2018,,Senior Analyst,3,32367,4,0,0,45,47.25,1,0,0,0.043478261,1.253133689,-0.141582611,1.30620816,-0.592610955
01-06-2022,10134,51,1,PUN,1,Risk & Compliance,53636,17-08-2018,,Senior Analyst,3,69145,2,0,0,46,47.16666667,0,0,0,0.042553191,1.253133689,-0.141582611,1.378074659,-0.002780361
01-07-2022,10134,51,1,PUN,1,Risk & Compliance,53636,17-08-2018,,Senior Analyst,3,69907,4,1,0,47,47.08333333,1,0,0,0.041666667,1.253133689,-0.141582611,1.449941157,0.009440285
01-08-2022,10134,51,1,PUN,1,Risk & Compliance,53636,17-08-2018,,Senior Analyst,3,62274,3,0,0,48,47,0,0,0,0.040816327,1.253133689,-0.141582611,1.521807656,-0.112974662
01-09-2022,10134,51,1,PUN,1,Risk & Compliance,53636,17-08-2018,,Senior Analyst,3,23774,4,0,0,49,46.91666667,1,0,0,0.04,1.253133689,-0.141582611,1.593674154,-0.730421991
01-10-2022,10134,51,1,PUN,1,Risk & Compliance,53636,17-08-2018,,Senior Analyst,3,36419,3,0,0,50,46.83333333,0,0,0,0.039215686,1.253133689,-0.141582611,1.665540653,-0.527626628
01-11-2022,10134,51,1,PUN,1,Risk & Compliance,53636,17-08-2018,,Senior Analyst,3,40148,2,1,0,51,46.75,0,0,0,0.038461538,1.253133689,-0.141582611,1.737407151,-0.467822444
01-12-2022,10134,51,1,PUN,1,Risk & Compliance,53636,17-08-2018,,Senior Analyst,3,66998,4,0,0,52,46.66666667,1,0,0,0.037735849,1.253133689,-0.141582611,1.809273649,-0.037213073
01-01-2021,10135,37,1,HYD,2,HR & Admin,67068,25-08-2019,,Associate Manager,1,54394,3,1,0,17,35.58333333,0,0,0,0.333333333,-0.182138879,0.674565573,-0.706053796,-0.239350894
01-02-2021,10135,37,1,HYD,2,HR & Admin,67068,25-08-2019,,Associate Manager,1,25982,3,1,0,18,35.5,0,0,0,0.315789474,-0.182138879,0.674565573,-0.634187298,-0.695010986
01-03-2021,10135,37,1,HYD,2,HR & Admin,67068,25-08-2019,,Associate Manager,1,55760,2,0,0,19,35.41666667,0,0,0,0.3,-0.182138879,0.674565573,-0.562320799,-0.217443542
01-04-2021,10135,37,1,HYD,2,HR & Admin,67068,25-08-2019,,Associate Manager,1,59605,3,1,0,20,35.33333333,1,0,0,0.285714286,-0.182138879,0.674565573,-0.490454301,-0.155778997
01-05-2021,10135,37,1,HYD,2,HR & Admin,67068,25-08-2019,,Associate Manager,1,38677,3,1,0,21,35.25,0,0,0,0.272727273,-0.182138879,0.674565573,-0.418587802,-0.491413743
01-06-2021,10135,37,1,HYD,2,HR & Admin,67068,25-08-2019,,Associate Manager,1,77203,5,0,0,22,35.16666667,1,0,0,0.260869565,-0.182138879,0.674565573,-0.346721304,0.126450564
01-07-2021,10135,37,1,HYD,2,HR & Admin,67068,25-08-2019,,Associate Manager,1,43003,3,0,0,23,35.08333333,0,0,0,0.25,-0.182138879,0.674565573,-0.274854805,-0.422035116
01-08-2021,10135,37,1,HYD,2,HR & Admin,67068,25-08-2019,,Associate Manager,1,46075,2,0,0,24,35,0,0,0,0.24,-0.182138879,0.674565573,-0.202988307,-0.37276763
01-09-2021,10135,37,1,HYD,2,HR & Admin,67068,25-08-2019,,Associate Manager,1,-6413,3,0,0,25,34.91666667,1,0,0,0.230769231,-0.182138879,0.674565573,-0.131121808,-1.21454881
01-10-2021,10135,37,1,HYD,2,HR & Admin,67068,25-08-2019,,Associate Manager,1,30893,1,0,0,26,34.83333333,0,0,0,0.222222222,-0.182138879,0.674565573,-0.05925531,-0.616250367
01-11-2021,10135,37,1,HYD,2,HR & Admin,56687.6398,25-08-2019,,Associate Manager,1,-34781,3,0,0,27,34.75,1,0,0,0.214285714,-0.182138879,0.043839536,0.012611188,-1.669503247
01-12-2021,10135,37,1,HYD,2,HR & Admin,67068,25-08-2019,,Associate Manager,1,-35200,1,0,0,28,34.66666667,0,1,0,0.206896552,-0.182138879,0.674565573,0.084477687,-1.676222999
01-01-2022,10135,37,1,HYD,2,HR & Admin,67068,25-08-2019,,Associate Manager,1,-40512,3,0,0,29,34.58333333,1,0,0,0.2,-0.182138879,0.674565573,0.156344185,-1.761414692
01-02-2022,10135,37,1,HYD,2,HR & Admin,67068,25-08-2019,,Associate Manager,1,47020,2,0,0,30,34.5,0,0,0,0.193548387,-0.182138879,0.674565573,0.228210684,-0.357612105
01-03-2022,10135,37,1,HYD,2,HR & Admin,67068,25-08-2019,,Associate Manager,1,-8637,2,0,0,31,34.41666667,0,0,0,0.1875,-0.182138879,0.674565573,0.300077182,-1.250216417
01-04-2022,10135,37,1,HYD,2,HR & Admin,67068,25-08-2019,,Associate Manager,1,76431,2,0,0,32,34.33333333,0,0,0,0.181818182,-0.182138879,0.674565573,0.371943681,0.114069542
01-05-2022,10135,37,1,HYD,2,HR & Admin,67068,25-08-2019,,Associate Manager,1,68572,3,0,0,33,34.25,1,0,0,0.176470588,-0.182138879,0.674565573,0.443810179,-0.011969901
01-06-2022,10135,37,1,HYD,2,HR & Admin,67068,25-08-2019,,Associate Manager,1,30317,2,0,0,34,34.16666667,0,0,0,0.171428571,-0.182138879,0.674565573,0.515676678,-0.62548802
01-07-2022,10135,37,1,HYD,2,HR & Admin,67068,25-08-2019,,Associate Manager,1,35080,4,0,0,35,34.08333333,1,0,0,0.166666667,-0.182138879,0.674565573,0.587543176,-0.549100965
01-08-2022,10135,37,1,HYD,2,HR & Admin,67068,25-08-2019,,Associate Manager,1,54900,3,0,0,36,34,0,0,0,0.162162162,-0.182138879,0.674565573,0.659409674,-0.231235872
01-09-2022,10135,37,1,HYD,2,HR & Admin,67068,25-08-2019,,Associate Manager,1,79142,4,1,0,37,33.91666667,1,0,0,0.157894737,-0.182138879,0.674565573,0.731276173,0.157547456
